age,County,Population,FIP,Total,age_sort,year,merger
30 to 34 years,"Warren County, Virginia",1261,VA_187,38142,30,2010-2014,"30 to 34 yearsWarren County, Virginia"
30 to 34 years,"Alexandria city, Virginia",8991,VA_510,146422,30,2010-2014,"30 to 34 yearsAlexandria city, Virginia"
30 to 34 years,"Fairfax city, Virginia",859,VA_600,23507,30,2010-2014,"30 to 34 yearsFairfax city, Virginia"
30 to 34 years,"Falls Church city, Virginia",477,VA_610,13074,30,2010-2014,"30 to 34 yearsFalls Church city, Virginia"
30 to 34 years,"Fredericksburg city, Virginia",623,VA_630,26632,30,2010-2014,"30 to 34 yearsFredericksburg city, Virginia"
30 to 34 years,"Manassas city, Virginia",1707,VA_683,40436,30,2010-2014,"30 to 34 yearsManassas city, Virginia"
30 to 34 years,"Manassas Park city, Virginia",798,VA_685,14992,30,2010-2014,"30 to 34 yearsManassas Park city, Virginia"
30 to 34 years,"Jefferson County, West Virginia",1601,WV_037,54650,30,2010-2014,"30 to 34 yearsJefferson County, West Virginia"
35 to 39 years,"District of Columbia, District of Columbia",22517,DC_001,633736,35,2010-2014,"35 to 39 yearsDistrict of Columbia, District of Columbia"
35 to 39 years,"Calvert County, Maryland",2370,MD_009,89793,35,2010-2014,"35 to 39 yearsCalvert County, Maryland"
35 to 39 years,"Charles County, Maryland",4489,MD_017,150960,35,2010-2014,"35 to 39 yearsCharles County, Maryland"
35 to 39 years,"Frederick County, Maryland",7241,MD_021,239253,35,2010-2014,"35 to 39 yearsFrederick County, Maryland"
35 to 39 years,"Montgomery County, Maryland",34288,MD_031,1005087,35,2010-2014,"35 to 39 yearsMontgomery County, Maryland"
35 to 39 years,"Prince George's County, Maryland",28566,MD_033,884764,35,2010-2014,"35 to 39 yearsPrince George's County, Maryland"
35 to 39 years,"Arlington County, Virginia",9537,VA_013,220173,35,2010-2014,"35 to 39 yearsArlington County, Virginia"
35 to 39 years,"Clarke County, Virginia",330,VA_043,14273,35,2010-2014,"35 to 39 yearsClarke County, Virginia"
35 to 39 years,"Culpeper County, Virginia",1606,VA_047,47910,35,2010-2014,"35 to 39 yearsCulpeper County, Virginia"
35 to 39 years,"Fairfax County, Virginia",39329,VA_059,1117072,35,2010-2014,"35 to 39 yearsFairfax County, Virginia"
35 to 39 years,"Fauquier County, Virginia",1840,VA_061,66726,35,2010-2014,"35 to 39 yearsFauquier County, Virginia"
35 to 39 years,"Loudoun County, Virginia",14490,VA_107,338916,35,2010-2014,"35 to 39 yearsLoudoun County, Virginia"
35 to 39 years,"Prince William County, Virginia",16420,VA_153,428772,35,2010-2014,"35 to 39 yearsPrince William County, Virginia"
35 to 39 years,"Rappahannock County, Virginia",178,VA_157,7446,35,2010-2014,"35 to 39 yearsRappahannock County, Virginia"
35 to 39 years,"Spotsylvania County, Virginia",4364,VA_177,126200,35,2010-2014,"35 to 39 yearsSpotsylvania County, Virginia"
35 to 39 years,"Stafford County, Virginia",4134,VA_179,134672,35,2010-2014,"35 to 39 yearsStafford County, Virginia"
35 to 39 years,"Warren County, Virginia",1147,VA_187,38142,35,2010-2014,"35 to 39 yearsWarren County, Virginia"
35 to 39 years,"Alexandria city, Virginia",7313,VA_510,146422,35,2010-2014,"35 to 39 yearsAlexandria city, Virginia"
35 to 39 years,"Fairfax city, Virginia",768,VA_600,23507,35,2010-2014,"35 to 39 yearsFairfax city, Virginia"
35 to 39 years,"Falls Church city, Virginia",440,VA_610,13074,35,2010-2014,"35 to 39 yearsFalls Church city, Virginia"
35 to 39 years,"Fredericksburg city, Virginia",876,VA_630,26632,35,2010-2014,"35 to 39 yearsFredericksburg city, Virginia"
35 to 39 years,"Manassas city, Virginia",1405,VA_683,40436,35,2010-2014,"35 to 39 yearsManassas city, Virginia"
35 to 39 years,"Manassas Park city, Virginia",552,VA_685,14992,35,2010-2014,"35 to 39 yearsManassas Park city, Virginia"
35 to 39 years,"Jefferson County, West Virginia",1670,WV_037,54650,35,2010-2014,"35 to 39 yearsJefferson County, West Virginia"
40 to 44 years,"District of Columbia, District of Columbia",21044,DC_001,633736,40,2010-2014,"40 to 44 yearsDistrict of Columbia, District of Columbia"
40 to 44 years,"Calvert County, Maryland",2979,MD_009,89793,40,2010-2014,"40 to 44 yearsCalvert County, Maryland"
40 to 44 years,"Charles County, Maryland",5627,MD_017,150960,40,2010-2014,"40 to 44 yearsCharles County, Maryland"
40 to 44 years,"Frederick County, Maryland",9152,MD_021,239253,40,2010-2014,"40 to 44 yearsFrederick County, Maryland"
40 to 44 years,"Montgomery County, Maryland",33739,MD_031,1005087,40,2010-2014,"40 to 44 yearsMontgomery County, Maryland"
40 to 44 years,"Prince George's County, Maryland",30389,MD_033,884764,40,2010-2014,"40 to 44 yearsPrince George's County, Maryland"
40 to 44 years,"Arlington County, Virginia",8923,VA_013,220173,40,2010-2014,"40 to 44 yearsArlington County, Virginia"
40 to 44 years,"Clarke County, Virginia",481,VA_043,14273,40,2010-2014,"40 to 44 yearsClarke County, Virginia"
40 to 44 years,"Culpeper County, Virginia",1805,VA_047,47910,40,2010-2014,"40 to 44 yearsCulpeper County, Virginia"
40 to 44 years,"Fairfax County, Virginia",42303,VA_059,1117072,40,2010-2014,"40 to 44 yearsFairfax County, Virginia"
40 to 44 years,"Fauquier County, Virginia",2305,VA_061,66726,40,2010-2014,"40 to 44 yearsFauquier County, Virginia"
40 to 44 years,"Loudoun County, Virginia",15915,VA_107,338916,40,2010-2014,"40 to 44 yearsLoudoun County, Virginia"
40 to 44 years,"Prince William County, Virginia",16755,VA_153,428772,40,2010-2014,"40 to 44 yearsPrince William County, Virginia"
40 to 44 years,"Rappahannock County, Virginia",245,VA_157,7446,40,2010-2014,"40 to 44 yearsRappahannock County, Virginia"
40 to 44 years,"Spotsylvania County, Virginia",4087,VA_177,126200,40,2010-2014,"40 to 44 yearsSpotsylvania County, Virginia"
40 to 44 years,"Stafford County, Virginia",5189,VA_179,134672,40,2010-2014,"40 to 44 yearsStafford County, Virginia"
40 to 44 years,"Warren County, Virginia",1369,VA_187,38142,40,2010-2014,"40 to 44 yearsWarren County, Virginia"
40 to 44 years,"Alexandria city, Virginia",5989,VA_510,146422,40,2010-2014,"40 to 44 yearsAlexandria city, Virginia"
40 to 44 years,"Fairfax city, Virginia",925,VA_600,23507,40,2010-2014,"40 to 44 yearsFairfax city, Virginia"
40 to 44 years,"Falls Church city, Virginia",392,VA_610,13074,40,2010-2014,"40 to 44 yearsFalls Church city, Virginia"
40 to 44 years,"Fredericksburg city, Virginia",789,VA_630,26632,40,2010-2014,"40 to 44 yearsFredericksburg city, Virginia"
40 to 44 years,"Manassas city, Virginia",1614,VA_683,40436,40,2010-2014,"40 to 44 yearsManassas city, Virginia"
40 to 44 years,"Manassas Park city, Virginia",652,VA_685,14992,40,2010-2014,"40 to 44 yearsManassas Park city, Virginia"
40 to 44 years,"Jefferson County, West Virginia",1979,WV_037,54650,40,2010-2014,"40 to 44 yearsJefferson County, West Virginia"
45 to 49 years,"District of Columbia, District of Columbia",19324,DC_001,633736,45,2010-2014,"45 to 49 yearsDistrict of Columbia, District of Columbia"
45 to 49 years,"Calvert County, Maryland",4120,MD_009,89793,45,2010-2014,"45 to 49 yearsCalvert County, Maryland"
45 to 49 years,"Charles County, Maryland",6327,MD_017,150960,45,2010-2014,"45 to 49 yearsCharles County, Maryland"
45 to 49 years,"Frederick County, Maryland",9854,MD_021,239253,45,2010-2014,"45 to 49 yearsFrederick County, Maryland"
45 to 49 years,"Montgomery County, Maryland",35732,MD_031,1005087,45,2010-2014,"45 to 49 yearsMontgomery County, Maryland"
45 to 49 years,"Prince George's County, Maryland",30422,MD_033,884764,45,2010-2014,"45 to 49 yearsPrince George's County, Maryland"
45 to 49 years,"Arlington County, Virginia",7432,VA_013,220173,45,2010-2014,"45 to 49 yearsArlington County, Virginia"
45 to 49 years,"Clarke County, Virginia",635,VA_043,14273,45,2010-2014,"45 to 49 yearsClarke County, Virginia"
45 to 49 years,"Culpeper County, Virginia",1929,VA_047,47910,45,2010-2014,"45 to 49 yearsCulpeper County, Virginia"
45 to 49 years,"Fairfax County, Virginia",42470,VA_059,1117072,45,2010-2014,"45 to 49 yearsFairfax County, Virginia"
45 to 49 years,"Fauquier County, Virginia",2814,VA_061,66726,45,2010-2014,"45 to 49 yearsFauquier County, Virginia"
45 to 49 years,"Loudoun County, Virginia",14519,VA_107,338916,45,2010-2014,"45 to 49 yearsLoudoun County, Virginia"
45 to 49 years,"Prince William County, Virginia",16706,VA_153,428772,45,2010-2014,"45 to 49 yearsPrince William County, Virginia"
45 to 49 years,"Rappahannock County, Virginia",260,VA_157,7446,45,2010-2014,"45 to 49 yearsRappahannock County, Virginia"
45 to 49 years,"Spotsylvania County, Virginia",5109,VA_177,126200,45,2010-2014,"45 to 49 yearsSpotsylvania County, Virginia"
45 to 49 years,"Stafford County, Virginia",5721,VA_179,134672,45,2010-2014,"45 to 49 yearsStafford County, Virginia"
45 to 49 years,"Warren County, Virginia",1619,VA_187,38142,45,2010-2014,"45 to 49 yearsWarren County, Virginia"
45 to 49 years,"Alexandria city, Virginia",5088,VA_510,146422,45,2010-2014,"45 to 49 yearsAlexandria city, Virginia"
45 to 49 years,"Fairfax city, Virginia",790,VA_600,23507,45,2010-2014,"45 to 49 yearsFairfax city, Virginia"
45 to 49 years,"Falls Church city, Virginia",395,VA_610,13074,45,2010-2014,"45 to 49 yearsFalls Church city, Virginia"
45 to 49 years,"Fredericksburg city, Virginia",861,VA_630,26632,45,2010-2014,"45 to 49 yearsFredericksburg city, Virginia"
45 to 49 years,"Manassas city, Virginia",1369,VA_683,40436,45,2010-2014,"45 to 49 yearsManassas city, Virginia"
45 to 49 years,"Manassas Park city, Virginia",717,VA_685,14992,45,2010-2014,"45 to 49 yearsManassas Park city, Virginia"
45 to 49 years,"Jefferson County, West Virginia",2246,WV_037,54650,45,2010-2014,"45 to 49 yearsJefferson County, West Virginia"
50 to 54 years,"District of Columbia, District of Columbia",18873,DC_001,633736,50,2010-2014,"50 to 54 yearsDistrict of Columbia, District of Columbia"
50 to 54 years,"Calvert County, Maryland",4061,MD_009,89793,50,2010-2014,"50 to 54 yearsCalvert County, Maryland"
50 to 54 years,"Charles County, Maryland",5932,MD_017,150960,50,2010-2014,"50 to 54 yearsCharles County, Maryland"
50 to 54 years,"Frederick County, Maryland",9644,MD_021,239253,50,2010-2014,"50 to 54 yearsFrederick County, Maryland"
50 to 54 years,"Montgomery County, Maryland",36383,MD_031,1005087,50,2010-2014,"50 to 54 yearsMontgomery County, Maryland"
50 to 54 years,"Prince George's County, Maryland",30027,MD_033,884764,50,2010-2014,"50 to 54 yearsPrince George's County, Maryland"
50 to 54 years,"Arlington County, Virginia",6613,VA_013,220173,50,2010-2014,"50 to 54 yearsArlington County, Virginia"
50 to 54 years,"Clarke County, Virginia",654,VA_043,14273,50,2010-2014,"50 to 54 yearsClarke County, Virginia"
50 to 54 years,"Culpeper County, Virginia",1848,VA_047,47910,50,2010-2014,"50 to 54 yearsCulpeper County, Virginia"
50 to 54 years,"Fairfax County, Virginia",42283,VA_059,1117072,50,2010-2014,"50 to 54 yearsFairfax County, Virginia"
50 to 54 years,"Fauquier County, Virginia",2895,VA_061,66726,50,2010-2014,"50 to 54 yearsFauquier County, Virginia"
50 to 54 years,"Loudoun County, Virginia",12306,VA_107,338916,50,2010-2014,"50 to 54 yearsLoudoun County, Virginia"
50 to 54 years,"Prince William County, Virginia",15213,VA_153,428772,50,2010-2014,"50 to 54 yearsPrince William County, Virginia"
50 to 54 years,"Rappahannock County, Virginia",334,VA_157,7446,50,2010-2014,"50 to 54 yearsRappahannock County, Virginia"
50 to 54 years,"Spotsylvania County, Virginia",4668,VA_177,126200,50,2010-2014,"50 to 54 yearsSpotsylvania County, Virginia"
50 to 54 years,"Stafford County, Virginia",5321,VA_179,134672,50,2010-2014,"50 to 54 yearsStafford County, Virginia"
50 to 54 years,"Warren County, Virginia",1587,VA_187,38142,50,2010-2014,"50 to 54 yearsWarren County, Virginia"
50 to 54 years,"Alexandria city, Virginia",4637,VA_510,146422,50,2010-2014,"50 to 54 yearsAlexandria city, Virginia"
50 to 54 years,"Fairfax city, Virginia",802,VA_600,23507,50,2010-2014,"50 to 54 yearsFairfax city, Virginia"
50 to 54 years,"Falls Church city, Virginia",473,VA_610,13074,50,2010-2014,"50 to 54 yearsFalls Church city, Virginia"
50 to 54 years,"Fredericksburg city, Virginia",661,VA_630,26632,50,2010-2014,"50 to 54 yearsFredericksburg city, Virginia"
50 to 54 years,"Manassas city, Virginia",1365,VA_683,40436,50,2010-2014,"50 to 54 yearsManassas city, Virginia"
50 to 54 years,"Manassas Park city, Virginia",446,VA_685,14992,50,2010-2014,"50 to 54 yearsManassas Park city, Virginia"
50 to 54 years,"Jefferson County, West Virginia",2159,WV_037,54650,50,2010-2014,"50 to 54 yearsJefferson County, West Virginia"
55 to 59 years,"District of Columbia, District of Columbia",16939,DC_001,633736,55,2010-2014,"55 to 59 yearsDistrict of Columbia, District of Columbia"
55 to 59 years,"Calvert County, Maryland",3078,MD_009,89793,55,2010-2014,"55 to 59 yearsCalvert County, Maryland"
55 to 59 years,"Charles County, Maryland",4529,MD_017,150960,55,2010-2014,"55 to 59 yearsCharles County, Maryland"
55 to 59 years,"Frederick County, Maryland",8017,MD_021,239253,55,2010-2014,"55 to 59 yearsFrederick County, Maryland"
55 to 59 years,"Montgomery County, Maryland",32627,MD_031,1005087,55,2010-2014,"55 to 59 yearsMontgomery County, Maryland"
55 to 59 years,"Prince George's County, Maryland",25077,MD_033,884764,55,2010-2014,"55 to 59 yearsPrince George's County, Maryland"
55 to 59 years,"Arlington County, Virginia",5606,VA_013,220173,55,2010-2014,"55 to 59 yearsArlington County, Virginia"
55 to 59 years,"Clarke County, Virginia",576,VA_043,14273,55,2010-2014,"55 to 59 yearsClarke County, Virginia"
55 to 59 years,"Culpeper County, Virginia",1570,VA_047,47910,55,2010-2014,"55 to 59 yearsCulpeper County, Virginia"
55 to 59 years,"Fairfax County, Virginia",36345,VA_059,1117072,55,2010-2014,"55 to 59 yearsFairfax County, Virginia"
55 to 59 years,"Fauquier County, Virginia",2162,VA_061,66726,55,2010-2014,"55 to 59 yearsFauquier County, Virginia"
55 to 59 years,"Loudoun County, Virginia",8591,VA_107,338916,55,2010-2014,"55 to 59 yearsLoudoun County, Virginia"
55 to 59 years,"Prince William County, Virginia",11758,VA_153,428772,55,2010-2014,"55 to 59 yearsPrince William County, Virginia"
55 to 59 years,"Rappahannock County, Virginia",263,VA_157,7446,55,2010-2014,"55 to 59 yearsRappahannock County, Virginia"
55 to 59 years,"Spotsylvania County, Virginia",3659,VA_177,126200,55,2010-2014,"55 to 59 yearsSpotsylvania County, Virginia"
55 to 59 years,"Stafford County, Virginia",4136,VA_179,134672,55,2010-2014,"55 to 59 yearsStafford County, Virginia"
55 to 59 years,"Warren County, Virginia",1338,VA_187,38142,55,2010-2014,"55 to 59 yearsWarren County, Virginia"
55 to 59 years,"Alexandria city, Virginia",4117,VA_510,146422,55,2010-2014,"55 to 59 yearsAlexandria city, Virginia"
55 to 59 years,"Fairfax city, Virginia",817,VA_600,23507,55,2010-2014,"55 to 59 yearsFairfax city, Virginia"
55 to 59 years,"Falls Church city, Virginia",318,VA_610,13074,55,2010-2014,"55 to 59 yearsFalls Church city, Virginia"
55 to 59 years,"Fredericksburg city, Virginia",574,VA_630,26632,55,2010-2014,"55 to 59 yearsFredericksburg city, Virginia"
55 to 59 years,"Manassas city, Virginia",1188,VA_683,40436,55,2010-2014,"55 to 59 yearsManassas city, Virginia"
55 to 59 years,"Manassas Park city, Virginia",361,VA_685,14992,55,2010-2014,"55 to 59 yearsManassas Park city, Virginia"
55 to 59 years,"Jefferson County, West Virginia",1843,WV_037,54650,55,2010-2014,"55 to 59 yearsJefferson County, West Virginia"
60 and 61 years,"District of Columbia, District of Columbia",5918,DC_001,633736,60,2010-2014,"60 and 61 yearsDistrict of Columbia, District of Columbia"
60 and 61 years,"Calvert County, Maryland",1103,MD_009,89793,60,2010-2014,"60 and 61 yearsCalvert County, Maryland"
60 and 61 years,"Charles County, Maryland",1735,MD_017,150960,60,2010-2014,"60 and 61 yearsCharles County, Maryland"
60 and 61 years,"Frederick County, Maryland",2794,MD_021,239253,60,2010-2014,"60 and 61 yearsFrederick County, Maryland"
60 and 61 years,"Montgomery County, Maryland",11482,MD_031,1005087,60,2010-2014,"60 and 61 yearsMontgomery County, Maryland"
60 and 61 years,"Prince George's County, Maryland",9196,MD_033,884764,60,2010-2014,"60 and 61 yearsPrince George's County, Maryland"
60 and 61 years,"Arlington County, Virginia",2093,VA_013,220173,60,2010-2014,"60 and 61 yearsArlington County, Virginia"
60 and 61 years,"Clarke County, Virginia",200,VA_043,14273,60,2010-2014,"60 and 61 yearsClarke County, Virginia"
60 and 61 years,"Culpeper County, Virginia",491,VA_047,47910,60,2010-2014,"60 and 61 yearsCulpeper County, Virginia"
60 and 61 years,"Fairfax County, Virginia",12575,VA_059,1117072,60,2010-2014,"60 and 61 yearsFairfax County, Virginia"
60 and 61 years,"Fauquier County, Virginia",965,VA_061,66726,60,2010-2014,"60 and 61 yearsFauquier County, Virginia"
60 and 61 years,"Loudoun County, Virginia",3051,VA_107,338916,60,2010-2014,"60 and 61 yearsLoudoun County, Virginia"
60 and 61 years,"Prince William County, Virginia",3751,VA_153,428772,60,2010-2014,"60 and 61 yearsPrince William County, Virginia"
60 and 61 years,"Rappahannock County, Virginia",107,VA_157,7446,60,2010-2014,"60 and 61 yearsRappahannock County, Virginia"
60 and 61 years,"Spotsylvania County, Virginia",1571,VA_177,126200,60,2010-2014,"60 and 61 yearsSpotsylvania County, Virginia"
60 and 61 years,"Stafford County, Virginia",1184,VA_179,134672,60,2010-2014,"60 and 61 yearsStafford County, Virginia"
60 and 61 years,"Warren County, Virginia",549,VA_187,38142,60,2010-2014,"60 and 61 yearsWarren County, Virginia"
60 and 61 years,"Alexandria city, Virginia",1379,VA_510,146422,60,2010-2014,"60 and 61 yearsAlexandria city, Virginia"
60 and 61 years,"Fairfax city, Virginia",186,VA_600,23507,60,2010-2014,"60 and 61 yearsFairfax city, Virginia"
60 and 61 years,"Falls Church city, Virginia",192,VA_610,13074,60,2010-2014,"60 and 61 yearsFalls Church city, Virginia"
60 and 61 years,"Fredericksburg city, Virginia",287,VA_630,26632,60,2010-2014,"60 and 61 yearsFredericksburg city, Virginia"
